StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,B1_Q1,B1_Q2,B1_Q3,B1_Q4,B1_Q5,B1_Q6,B1_Q7,B1_Q8,B2_Q1,B2_Q2,B2_Q3,B2_Q4,B2_Q5,B2_Q6,B2_Q7,B2_Q8,B3_Q1,B3_Q2,B3_Q3,B3_Q4,B3_Q5,B3_Q6,B3_Q7,B3_Q8,age,gender,budget,diet,Q31_1,Q31_2,Q31_3,Random ID,Create New Field or Choose From Dropdown...
2023-05-08 13:07:40,2023-05-08 13:12:03,IP Address,131.111.5.145,100,263,True,2023-05-08 13:12:04,R_2ttANUpLruZGLgU,,,,,52.1929,0.1256,anonymous,EN,,,,,,,,,,,,,,,,,Delivery,Cooking,Restaurant,Delivery,Restaurant,Cooking,Delivery,Delivery,23,Male,1000-1500 CHF,,Sometimes (1-4 times a week),Infrequently (a few times a month or less),Sometimes (1-4 times a week),3,
2023-05-08 13:24:18,2023-05-08 13:30:15,IP Address,31.215.7.88,100,356,True,2023-05-08 13:30:15,R_QiTsiDFLB74DxgR,,,,,24.4512,54.397,anonymous,EN,,,,,,,,,,,,,,,,,Cooking,Restaurant,Restaurant,Delivery,Restaurant,Cooking,Restaurant,Cooking,18,Female,2000-2500 CHF,High calorie diet,Sometimes (1-4 times a week),Infrequently (a few times a month or less),Infrequently (a few times a month or less),3,
2023-05-08 13:44:18,2023-05-08 13:47:53,IP Address,213.55.225.138,100,215,True,2023-05-08 13:47:53,R_3imMMjwnCeMvoZk,,,,,47.3682,8.5671,anonymous,EN,Cooking,Delivery,Restaurant,Restaurant,Cooking,Delivery,Cooking,Restaurant,,,,,,,,,,,,,,,,,26,Female,< 1000 CHF,,Usually (5+ times/week on average),Infrequently (a few times a month or less),Infrequently (a few times a month or less),1,
2023-05-08 14:28:16,2023-05-08 14:30:47,IP Address,92.184.123.21,100,151,True,2023-05-08 14:30:47,R_cMXTmyK33PZbfJ7,,,,,50.624,3.0511,anonymous,EN,,,,,,,,,,,,,,,,,Cooking,Cooking,Delivery,Delivery,Restaurant,Cooking,Cooking,Cooking,23,Female,1000-1500 CHF,Vegetarian,Usually (5+ times/week on average),Never,Usually (5+ times/week on average),3,
2023-05-08 14:41:05,2023-05-08 14:43:29,IP Address,194.230.161.149,100,143,True,2023-05-08 14:43:29,R_DIQaGOY8j5eCbPH,,,,,47.4907,8.7388,anonymous,EN,,,,,,,,,,,,,,,,,Delivery,Cooking,Restaurant,Delivery,Restaurant,Cooking,Delivery,Cooking,19,Male,< 1000 CHF,,Usually (5+ times/week on average),Infrequently (a few times a month or less),Infrequently (a few times a month or less),3,
2023-05-08 14:57:34,2023-05-08 15:00:46,IP Address,92.184.121.111,100,191,True,2023-05-08 15:00:47,R_3n2W891wjevGQSL,,,,,50.624,3.0511,anonymous,EN,,,,,,,,,,,,,,,,,Cooking,Restaurant,Restaurant,Cooking,Restaurant,Cooking,Cooking,Cooking,24,Male,1500-2000 CHF,Food allergies,Usually (5+ times/week on average),Never,Sometimes (1-4 times a week),3,
2023-05-08 15:03:34,2023-05-08 15:08:03,IP Address,105.160.75.52,100,268,True,2023-05-08 15:08:03,R_3nJF0miDr9M6tvn,,,,,-1.2841,36.8155,anonymous,EN,,,,,,,,,,,,,,,,,Delivery,Cooking,Delivery,Delivery,Restaurant,Cooking,Delivery,Cooking,26,Male,1000-1500 CHF,High calorie diet,Infrequently (a few times a month or less),Sometimes (1-4 times a week),Sometimes (1-4 times a week),3,
2023-05-08 15:19:35,2023-05-08 15:22:39,IP Address,2.247.251.24,100,184,True,2023-05-08 15:22:40,R_1mW2CSOXgGNqipD,,,,,50.1169,8.6837,anonymous,EN,,,,,,,,,Cooking,Restaurant,Cooking,Cooking,Cooking,Cooking,Restaurant,Restaurant,,,,,,,,,22,Female,< 1000 CHF,,Usually (5+ times/week on average),Never,Infrequently (a few times a month or less),2,
2023-05-08 15:28:49,2023-05-08 15:33:55,IP Address,87.88.152.176,100,306,True,2023-05-08 15:33:56,R_3O6B8yAzk64QMFg,,,,,48.8323,2.4075,anonymous,EN,,,,,,,,,,,,,,,,,Restaurant,Cooking,Restaurant,Cooking,Restaurant,Cooking,Restaurant,Cooking,25,Male,< 1000 CHF,,Sometimes (1-4 times a week),Infrequently (a few times a month or less),Infrequently (a few times a month or less),3,
2023-05-08 15:30:00,2023-05-08 15:33:57,IP Address,80.214.123.12,100,237,True,2023-05-08 15:33:58,R_3RlSCDIHWNGi8md,,,,,48.8323,2.4075,anonymous,EN,Cooking,Restaurant,Cooking,Restaurant,Cooking,Cooking,Delivery,Restaurant,,,,,,,,,,,,,,,,,23,Female,1000-1500 CHF,Low calorie diet,Usually (5+ times/week on average),Infrequently (a few times a month or less),Sometimes (1-4 times a week),1,
2023-05-08 15:29:50,2023-05-08 15:46:57,IP Address,192.16.146.173,100,1027,True,2023-05-08 15:46:58,R_TvYLgE3O0HBIVFv,,,,,59.3287,18.0717,anonymous,EN,Cooking,Cooking,Cooking,Cooking,Cooking,Cooking,Cooking,Restaurant,,,,,,,,,,,,,,,,,24,Female,2000-2500 CHF,Vegetarian,Usually (5+ times/week on average),Never,Infrequently (a few times a month or less),1,
2023-05-08 16:04:09,2023-05-08 16:09:01,IP Address,67.69.76.177,100,292,True,2023-05-08 16:09:02,R_1jUNyDuYF7YtOgt,,,,,45.5063,-73.5794,anonymous,EN,,,,,,,,,,,,,,,,,Cooking,Cooking,Delivery,Restaurant,Restaurant,Cooking,Delivery,Cooking,22,Male,1500-2000 CHF,,Usually (5+ times/week on average),Infrequently (a few times a month or less),Infrequently (a few times a month or less),3,
2023-05-08 16:44:45,2023-05-08 16:48:34,IP Address,24.134.141.137,100,228,True,2023-05-08 16:48:35,R_bjzD5TukFlSCNot,,,,,48.3563,10.1566,anonymous,EN,Cooking,Restaurant,Cooking,Restaurant,Cooking,Cooking,Delivery,Restaurant,,,,,,,,,,,,,,,,,18,Male,1000-1500 CHF,,Sometimes (1-4 times a week),Sometimes (1-4 times a week),Sometimes (1-4 times a week),1,
2023-05-08 17:26:21,2023-05-08 17:28:24,IP Address,195.176.112.143,100,122,True,2023-05-08 17:28:25,R_2TXJ05qop53hhUI,,,,,47.3512,8.5011,anonymous,EN,,,,,,,,,Cooking,Restaurant,Restaurant,Cooking,Cooking,Cooking,Restaurant,Restaurant,,,,,,,,,20,Male,1000-1500 CHF,Vegetarian,Usually (5+ times/week on average),Infrequently (a few times a month or less),Infrequently (a few times a month or less),2,
2023-05-08 17:29:53,2023-05-08 17:32:02,IP Address,195.176.112.175,100,128,True,2023-05-08 17:32:02,R_3GkLE126tqCUFAP,,,,,47.3512,8.5011,anonymous,EN,Cooking,Delivery,Restaurant,Restaurant,Cooking,Cooking,Cooking,Cooking,,,,,,,,,,,,,,,,,21,Male,1000-1500 CHF,,Usually (5+ times/week on average),Infrequently (a few times a month or less),Usually (5+ times/week on average),1,
2023-05-08 17:35:03,2023-05-08 17:52:12,IP Address,194.230.161.100,100,1028,True,2023-05-08 17:52:13,R_tX7Ok8n1UMA04I9,,,,,47.4234,9.3696,anonymous,EN,,,,,,,,,,,,,,,,,Cooking,Restaurant,Restaurant,Restaurant,Restaurant,Cooking,Cooking,Cooking,23,Male,1000-1500 CHF,Vegetarian,Usually (5+ times/week on average),Never,Sometimes (1-4 times a week),3,
2023-05-08 19:28:25,2023-05-08 19:33:02,IP Address,92.184.107.76,100,276,True,2023-05-08 19:33:02,R_2Ec7jikHmkfyWWK,,,,,48.8323,2.4075,anonymous,EN,,,,,,,,,Cooking,Restaurant,Cooking,Cooking,Cooking,Cooking,Cooking,Restaurant,,,,,,,,,23,Male,1000-1500 CHF,,Usually (5+ times/week on average),Never,Sometimes (1-4 times a week),2,
2023-05-08 19:34:20,2023-05-08 19:36:53,IP Address,213.225.7.174,100,153,True,2023-05-08 19:36:53,R_NVGuM6N4GB7cQ7f,,,,,48.1535,16.3855,anonymous,EN,,,,,,,,,,,,,,,,,Restaurant,Cooking,Delivery,Delivery,Restaurant,Cooking,Delivery,Cooking,19,Male,1500-2000 CHF,,Sometimes (1-4 times a week),Infrequently (a few times a month or less),Sometimes (1-4 times a week),3,
2023-05-08 19:34:56,2023-05-08 19:42:10,IP Address,37.169.50.106,100,434,True,2023-05-08 19:42:11,R_1IShHD9TsqtPvTi,,,,,48.8582,2.3387,anonymous,EN,,,,,,,,,,,,,,,,,Delivery,Restaurant,Restaurant,Delivery,Restaurant,Cooking,Delivery,Cooking,23,Female,1000-1500 CHF,Vegetarian,Usually (5+ times/week on average),Infrequently (a few times a month or less),Infrequently (a few times a month or less),3,
2023-05-08 20:27:14,2023-05-08 20:30:44,IP Address,92.184.97.131,100,210,True,2023-05-08 20:30:45,R_Z9l8e6lMGIScqNX,,,,,48.8323,2.4075,anonymous,EN,Cooking,Restaurant,Restaurant,Cooking,Cooking,Cooking,Delivery,Restaurant,,,,,,,,,,,,,,,,,22,Male,< 1000 CHF,Vegetarian,Usually (5+ times/week on average),Never,Infrequently (a few times a month or less),1,
2023-05-08 20:26:45,2023-05-08 20:31:03,IP Address,31.208.87.135,100,258,True,2023-05-08 20:31:04,R_XBrzNV3ehWPOXsJ,,,,,59.3287,18.0717,anonymous,EN,,,,,,,,,Cooking,Restaurant,Restaurant,Cooking,Cooking,Cooking,Restaurant,Restaurant,,,,,,,,,23,Male,< 1000 CHF,Vegetarian,Usually (5+ times/week on average),Never,Infrequently (a few times a month or less),2,
2023-05-08 20:41:09,2023-05-08 20:46:15,IP Address,92.184.116.248,100,306,True,2023-05-08 20:46:16,R_1FgL8GdtND4mfVo,,,,,48.8582,2.3387,anonymous,EN,,,,,,,,,,,,,,,,,Cooking,Restaurant,Delivery,Cooking,Restaurant,Cooking,Delivery,Delivery,24,Male,2000-2500 CHF,Vegetarian,Sometimes (1-4 times a week),Sometimes (1-4 times a week),Sometimes (1-4 times a week),3,
2023-05-08 20:45:02,2023-05-08 20:49:15,IP Address,178.238.175.28,100,253,True,2023-05-08 20:49:16,R_24tJt5ydtL4Gdk0,,,,,47.0511,8.3056,anonymous,EN,Cooking,Restaurant,Cooking,Restaurant,Cooking,Cooking,Delivery,Restaurant,,,,,,,,,,,,,,,,,20,Female,1000-1500 CHF,,Usually (5+ times/week on average),Never,Sometimes (1-4 times a week),1,
2023-05-08 21:14:12,2023-05-08 21:17:29,IP Address,213.55.227.203,100,197,True,2023-05-08 21:17:30,R_3MKe0GkFxIwY0wf,,,,,46.915,7.4623,anonymous,EN,,,,,,,,,Cooking,Restaurant,Cooking,Delivery,Cooking,Cooking,Restaurant,Restaurant,,,,,,,,,25,Male,< 1000 CHF,Vegetarian,Sometimes (1-4 times a week),Infrequently (a few times a month or less),Sometimes (1-4 times a week),2,
2023-05-08 22:25:27,2023-05-08 22:28:44,IP Address,31.10.150.14,100,196,True,2023-05-08 22:28:44,R_1eRalis2w8mMa8T,,,,,47.3682,8.5671,anonymous,EN,Cooking,Restaurant,Cooking,Restaurant,Cooking,Delivery,Delivery,Restaurant,,,,,,,,,,,,,,,,,19,Male,1000-1500 CHF,,Usually (5+ times/week on average),Never,Usually (5+ times/week on average),1,
2023-05-08 23:15:07,2023-05-08 23:17:27,IP Address,178.197.204.168,100,139,True,2023-05-08 23:17:28,R_SAFQ2AP2qsCzdkJ,,,,,47.3449,7.9059,anonymous,EN,Cooking,Restaurant,Restaurant,Delivery,Cooking,Cooking,Delivery,Restaurant,,,,,,,,,,,,,,,,,24,Male,2000-2500 CHF,,Sometimes (1-4 times a week),Never,Usually (5+ times/week on average),1,
2023-05-08 23:13:31,2023-05-08 23:20:07,IP Address,213.55.241.8,100,395,True,2023-05-08 23:20:08,R_Y06CiJyZy3Qsdyh,,,,,47.3857,8.5348,anonymous,EN,Cooking,Restaurant,Restaurant,Restaurant,Cooking,Cooking,Delivery,Restaurant,,,,,,,,,,,,,,,,,23,Male,1500-2000 CHF,,Usually (5+ times/week on average),Never,Infrequently (a few times a month or less),1,
2023-05-09 00:04:28,2023-05-09 00:06:49,IP Address,140.248.34.30,100,140,True,2023-05-09 00:06:51,R_voSww6cIwTgSGyJ,,,,,47.3682,8.5671,anonymous,EN,,,,,,,,,Cooking,Restaurant,Cooking,Cooking,Cooking,Delivery,Restaurant,Restaurant,,,,,,,,,25,Male,1500-2000 CHF,Food allergies,Sometimes (1-4 times a week),Infrequently (a few times a month or less),Infrequently (a few times a month or less),2,
2023-05-09 00:47:12,2023-05-09 00:50:28,IP Address,194.230.148.137,100,195,True,2023-05-09 00:50:29,R_2pS0YJuhRn1gnU5,,,,,47.3682,8.5671,anonymous,EN,Cooking,Restaurant,Restaurant,Restaurant,Cooking,Cooking,Restaurant,Restaurant,,,,,,,,,,,,,,,,,27,Female,2500-3000 CHF,Vegetarian,Usually (5+ times/week on average),Never,Infrequently (a few times a month or less),1,
2023-05-09 01:30:11,2023-05-09 01:33:22,IP Address,192.184.221.66,100,190,True,2023-05-09 01:33:22,R_30tJJdAHMOfTVub,,,,,37.8736,-122.257,anonymous,EN,,,,,,,,,,,,,,,,,Cooking,Restaurant,Restaurant,Delivery,Restaurant,Restaurant,Restaurant,Delivery,24,Male,2500-3000 CHF,,Usually (5+ times/week on average),Infrequently (a few times a month or less),Sometimes (1-4 times a week),3,
2023-05-08 22:52:34,2023-05-09 02:08:46,IP Address,124.33.180.177,100,11771,True,2023-05-09 02:08:46,R_2y9noqrZUZ0stA3,,,,,35.7215,139.3614,anonymous,EN,Cooking,Cooking,Cooking,Cooking,Cooking,Cooking,Cooking,Cooking,,,,,,,,,,,,,,,,,57,Female,< 1000 CHF,,Usually (5+ times/week on average),Never,Never,1,
2023-05-09 02:23:04,2023-05-09 02:29:23,IP Address,124.33.180.177,100,378,True,2023-05-09 02:29:23,R_XFy1GETKKztvk9b,,,,,35.7215,139.3614,anonymous,EN,,,,,,,,,Cooking,Restaurant,Cooking,Cooking,Cooking,Cooking,Cooking,Cooking,,,,,,,,,23,Female,< 1000 CHF,Vegetarian,Sometimes (1-4 times a week),Never,Infrequently (a few times a month or less),2,
2023-05-09 03:53:27,2023-05-09 03:58:16,IP Address,117.28.251.183,100,288,True,2023-05-09 03:58:16,R_yX8KBvOFrZmi2NH,,,,,24.4798,118.0819,anonymous,EN,,,,,,,,,,,,,,,,,Cooking,Cooking,Restaurant,Delivery,Restaurant,Cooking,Restaurant,Cooking,60,Male,< 1000 CHF,,Usually (5+ times/week on average),Sometimes (1-4 times a week),Infrequently (a few times a month or less),3,
2023-05-09 08:17:20,2023-05-09 08:20:43,IP Address,194.230.145.23,100,203,True,2023-05-09 08:20:44,R_2sQF9Z4nWJZxPZP,,,,,46.0025,8.9533,anonymous,EN,,,,,,,,,Cooking,Restaurant,Cooking,Cooking,Delivery,Restaurant,Cooking,Restaurant,,,,,,,,,25,Female,1000-1500 CHF,Vegetarian,Sometimes (1-4 times a week),Never,Infrequently (a few times a month or less),2,
2023-05-09 08:32:26,2023-05-09 08:35:30,IP Address,213.55.242.106,100,183,True,2023-05-09 08:35:31,R_2Cyu3lVn1DM3m72,,,,,47.3661,8.5243,anonymous,EN,,,,,,,,,,,,,,,,,Cooking,Cooking,Restaurant,Delivery,Restaurant,Cooking,Restaurant,Restaurant,21,Male,1000-1500 CHF,,Usually (5+ times/week on average),Never,Infrequently (a few times a month or less),3,
2023-05-09 09:44:28,2023-05-09 09:48:21,IP Address,87.88.156.223,100,233,True,2023-05-09 09:48:21,R_Ui5nRP4unbEf8kx,,,,,48.8323,2.4075,anonymous,EN,,,,,,,,,Cooking,Restaurant,Cooking,Delivery,Cooking,Cooking,Cooking,Restaurant,,,,,,,,,23,Female,1000-1500 CHF,,Usually (5+ times/week on average),Infrequently (a few times a month or less),Sometimes (1-4 times a week),2,
2023-05-09 09:50:19,2023-05-09 09:51:30,IP Address,129.132.21.14,100,70,True,2023-05-09 09:51:30,R_riFxh4xHQMDssZX,,,,,47.3661,8.5243,anonymous,EN,,,,,,,,,Cooking,Cooking,Cooking,Cooking,Cooking,Cooking,Delivery,Delivery,,,,,,,,,25,Other or Prefer not to answer,> 3000 CHF,Low calorie diet,Usually (5+ times/week on average),Infrequently (a few times a month or less),Infrequently (a few times a month or less),2,
2023-05-09 10:13:53,2023-05-09 10:17:37,IP Address,83.76.107.175,100,223,True,2023-05-09 10:17:37,R_2qaYpEJk3BVyvIV,,,,,47.3857,8.5348,anonymous,EN,,,,,,,,,,,,,,,,,Cooking,Delivery,Delivery,Cooking,Restaurant,Restaurant,Delivery,Delivery,18,Male,1500-2000 CHF,,Sometimes (1-4 times a week),Infrequently (a few times a month or less),Sometimes (1-4 times a week),3,
2023-05-09 10:16:14,2023-05-09 10:20:16,IP Address,31.164.85.219,100,242,True,2023-05-09 10:20:17,R_277oJfQWJJN6DU7,,,,,47.3857,8.5348,anonymous,EN,,,,,,,,,,,,,,,,,Cooking,Cooking,Restaurant,Restaurant,Restaurant,Cooking,Delivery,Cooking,24,Female,1000-1500 CHF,,Usually (5+ times/week on average),Infrequently (a few times a month or less),Infrequently (a few times a month or less),3,
2023-05-09 10:17:59,2023-05-09 10:22:19,IP Address,195.176.112.63,100,260,True,2023-05-09 10:22:19,R_BxHsnaTdcxrZYyJ,,,,,47.3821,8.5728,anonymous,EN,,,,,,,,,,,,,,,,,Cooking,Restaurant,Restaurant,Cooking,Restaurant,Cooking,Cooking,Cooking,25,Female,1000-1500 CHF,,Usually (5+ times/week on average),Infrequently (a few times a month or less),Sometimes (1-4 times a week),3,
2023-05-09 10:28:17,2023-05-09 10:36:40,IP Address,195.176.112.24,100,503,True,2023-05-09 10:36:40,R_qzlOxmfJkETI6Zj,,,,,47.3821,8.5728,anonymous,EN,,,,,,,,,,,,,,,,,Restaurant,Restaurant,Restaurant,Delivery,Restaurant,Cooking,Restaurant,Restaurant,25,Female,2000-2500 CHF,,Infrequently (a few times a month or less),Never,Usually (5+ times/week on average),3,
2023-05-09 10:50:42,2023-05-09 10:56:55,IP Address,129.132.72.241,100,373,True,2023-05-09 10:56:56,R_1eXBn5SIPVwZtTZ,,,,,47.3804,8.5412,anonymous,EN,,,,,,,,,Cooking,Restaurant,Cooking,Cooking,Cooking,Cooking,Restaurant,Restaurant,,,,,,,,,25,Female,1000-1500 CHF,"Vegetarian,Vegan",Sometimes (1-4 times a week),Infrequently (a few times a month or less),Sometimes (1-4 times a week),2,
2023-05-09 11:45:00,2023-05-09 11:48:38,IP Address,195.176.112.202,100,217,True,2023-05-09 11:48:38,R_BLmZJD7AYNAcAlr,,,,,47.3821,8.5728,anonymous,EN,,,,,,,,,Cooking,Restaurant,Cooking,Cooking,Cooking,Cooking,Cooking,Cooking,,,,,,,,,25,Male,1500-2000 CHF,,Sometimes (1-4 times a week),Never,Infrequently (a few times a month or less),2,
2023-05-09 11:41:00,2023-05-09 11:51:27,IP Address,217.149.166.200,100,626,True,2023-05-09 11:51:27,R_3HGNAgCzkHdxlff,,,,,47.0833,15.5667,anonymous,EN,,,,,,,,,Cooking,Delivery,Cooking,Delivery,Delivery,Delivery,Cooking,Delivery,,,,,,,,,26,Male,1500-2000 CHF,,Sometimes (1-4 times a week),Sometimes (1-4 times a week),Never,2,
2023-05-09 12:30:47,2023-05-09 12:34:28,IP Address,192.12.247.190,100,220,True,2023-05-09 12:34:28,R_2zc340jmgZ75Q7G,,,,,47.3934,8.5163,anonymous,EN,,,,,,,,,Cooking,Restaurant,Cooking,Delivery,Cooking,Restaurant,Restaurant,Restaurant,,,,,,,,,23,Female,< 1000 CHF,Vegetarian,Sometimes (1-4 times a week),Never,Sometimes (1-4 times a week),2,
2023-05-09 13:04:14,2023-05-09 13:07:01,IP Address,80.215.231.96,100,167,True,2023-05-09 13:07:02,R_33a0toi9A7Wk5Kx,,,,,48.8323,2.4075,anonymous,EN,,,,,,,,,Cooking,Restaurant,Restaurant,Cooking,Cooking,Restaurant,Cooking,Restaurant,,,,,,,,,23,Male,1500-2000 CHF,Vegetarian,Usually (5+ times/week on average),Never,Usually (5+ times/week on average),2,
2023-05-09 13:56:24,2023-05-09 14:00:45,IP Address,178.197.217.126,100,261,True,2023-05-09 14:00:46,R_2ya2oAvrc7uc4uP,,,,,47.3934,8.5163,anonymous,EN,Cooking,Delivery,Cooking,Restaurant,Cooking,Cooking,Cooking,Restaurant,,,,,,,,,,,,,,,,,24,Male,1000-1500 CHF,,Sometimes (1-4 times a week),Never,Usually (5+ times/week on average),1,
2023-05-09 16:30:57,2023-05-09 16:34:10,IP Address,213.55.224.54,100,192,True,2023-05-09 16:34:10,R_1dbkqFdNRDyMZ7C,,,,,47.3682,8.5671,anonymous,EN,,,,,,,,,,,,,,,,,Cooking,Cooking,Restaurant,Cooking,Restaurant,Cooking,Delivery,Cooking,21,Female,1000-1500 CHF,,Usually (5+ times/week on average),Never,Infrequently (a few times a month or less),3,
2023-05-09 16:35:13,2023-05-09 16:37:31,IP Address,77.109.177.51,100,138,True,2023-05-09 16:37:32,R_3lKwksUgRbtdLUa,,,,,47.3433,8.5394,anonymous,EN,Cooking,Delivery,Cooking,Restaurant,Cooking,Cooking,Delivery,Restaurant,,,,,,,,,,,,,,,,,22,Female,< 1000 CHF,"Vegetarian,Vegan",Usually (5+ times/week on average),Never,Infrequently (a few times a month or less),1,
2023-05-09 17:46:47,2023-05-09 17:50:33,IP Address,195.176.96.229,100,226,True,2023-05-09 17:50:34,R_1kHwBWluMvc8LBY,,,,,47.3804,8.5412,anonymous,EN,Cooking,Restaurant,Restaurant,Restaurant,Cooking,Cooking,Cooking,Restaurant,,,,,,,,,,,,,,,,,26,Male,1000-1500 CHF,,Usually (5+ times/week on average),Never,Infrequently (a few times a month or less),1,
2023-05-09 19:32:51,2023-05-09 19:36:17,IP Address,145.40.205.127,100,206,True,2023-05-09 19:36:18,R_1itDeeRHdKFoCto,,,,,47.3857,8.5348,anonymous,EN,,,,,,,,,Cooking,Restaurant,Cooking,Delivery,Cooking,Cooking,Cooking,Restaurant,,,,,,,,,29,Female,1000-1500 CHF,,Usually (5+ times/week on average),Never,Infrequently (a few times a month or less),2,
2023-05-09 19:59:56,2023-05-09 20:04:06,IP Address,82.197.189.144,100,250,True,2023-05-09 20:04:07,R_32XggyAOCS0l9W4,,,,,47.3682,8.5671,anonymous,EN,Cooking,Restaurant,Restaurant,Restaurant,Cooking,Cooking,Delivery,Restaurant,,,,,,,,,,,,,,,,,26,Male,1000-1500 CHF,Low calorie diet,Usually (5+ times/week on average),Infrequently (a few times a month or less),Infrequently (a few times a month or less),1,
2023-05-09 20:01:47,2023-05-09 20:05:35,IP Address,141.70.45.4,100,228,True,2023-05-09 20:05:37,R_21ss1W2NH0DRrk8,,,,,49.0067,8.417,anonymous,EN,,,,,,,,,,,,,,,,,Cooking,Cooking,Delivery,Delivery,Restaurant,Cooking,Restaurant,Cooking,21,Male,1000-1500 CHF,High calorie diet,Sometimes (1-4 times a week),Infrequently (a few times a month or less),Usually (5+ times/week on average),3,
2023-05-09 20:10:13,2023-05-09 20:14:00,IP Address,51.154.214.240,100,226,True,2023-05-09 20:14:01,R_YRYPu6A6lQDsa4h,,,,,47.3101,8.5266,anonymous,EN,,,,,,,,,,,,,,,,,Cooking,Cooking,Restaurant,Delivery,Restaurant,Cooking,Cooking,Cooking,23,Male,1000-1500 CHF,Vegetarian,Usually (5+ times/week on average),Never,Infrequently (a few times a month or less),3,
2023-05-09 20:59:48,2023-05-09 21:03:17,IP Address,77.136.66.56,100,208,True,2023-05-09 21:03:17,R_3iQKmCFMpbNFdXu,,,,,48.8323,2.4075,anonymous,EN,,,,,,,,,Cooking,Restaurant,Cooking,Cooking,Cooking,Restaurant,Cooking,Restaurant,,,,,,,,,23,Male,1000-1500 CHF,,Usually (5+ times/week on average),Never,Sometimes (1-4 times a week),2,
2023-05-09 21:08:29,2023-05-09 21:12:36,IP Address,85.6.190.176,100,247,True,2023-05-09 21:12:37,R_1lfOyCne5Lb9Rs9,,,,,47.0238,7.4471,anonymous,EN,,,,,,,,,,,,,,,,,Cooking,Restaurant,Delivery,Cooking,Restaurant,Cooking,Cooking,Delivery,34,Female,2500-3000 CHF,Low calorie diet,Sometimes (1-4 times a week),Infrequently (a few times a month or less),Sometimes (1-4 times a week),3,
2023-05-09 23:45:33,2023-05-09 23:47:36,IP Address,104.28.62.88,100,123,True,2023-05-09 23:47:37,R_3Hjn6buxso9IGYy,,,,,47.3682,8.5671,anonymous,EN,,,,,,,,,,,,,,,,,Delivery,Restaurant,Restaurant,Restaurant,Restaurant,Delivery,Delivery,Cooking,21,Male,< 1000 CHF,,Sometimes (1-4 times a week),Infrequently (a few times a month or less),Usually (5+ times/week on average),3,
2023-05-09 23:49:09,2023-05-09 23:53:01,IP Address,213.55.243.103,100,232,True,2023-05-09 23:53:02,R_redvKc3v1Qylf6p,,,,,47.3934,8.5163,anonymous,EN,Cooking,Cooking,Cooking,Restaurant,Cooking,Delivery,Delivery,Restaurant,,,,,,,,,,,,,,,,,25,Male,1000-1500 CHF,Food allergies,Usually (5+ times/week on average),Infrequently (a few times a month or less),Sometimes (1-4 times a week),1,
2023-05-10 00:56:11,2023-05-10 01:02:17,IP Address,84.72.89.173,100,366,True,2023-05-10 01:02:18,R_3KvHLSUhhOD1hdY,,,,,47.2304,8.676,anonymous,EN,,,,,,,,,,,,,,,,,Cooking,Restaurant,Restaurant,Cooking,Restaurant,Cooking,Delivery,Cooking,22,Female,1000-1500 CHF,Vegetarian,Usually (5+ times/week on average),Infrequently (a few times a month or less),Infrequently (a few times a month or less),3,
2023-05-10 07:58:05,2023-05-10 08:01:11,IP Address,85.195.198.177,100,186,True,2023-05-10 08:01:12,R_3rBNwb8oYecFaj7,,,,,47.3682,8.5671,anonymous,EN,,,,,,,,,Cooking,Restaurant,Cooking,Cooking,Cooking,Cooking,Restaurant,Restaurant,,,,,,,,,23,Male,1000-1500 CHF,,Sometimes (1-4 times a week),Never,Infrequently (a few times a month or less),2,
2023-05-10 10:09:55,2023-05-10 10:11:42,IP Address,172.226.132.51,100,107,True,2023-05-10 10:11:43,R_2pSMZUqJxMOB7xM,,,,,47.3682,8.5671,anonymous,EN,,,,,,,,,,,,,,,,,Delivery,Restaurant,Restaurant,Restaurant,Delivery,Cooking,Delivery,Cooking,23,Male,1500-2000 CHF,,Sometimes (1-4 times a week),Sometimes (1-4 times a week),Infrequently (a few times a month or less),3,
2023-05-10 10:32:04,2023-05-10 10:35:36,IP Address,31.4.179.55,100,212,True,2023-05-10 10:35:37,R_1kSIipmb4MVdDSt,,,,,40.4163,-3.6934,anonymous,EN,,,,,,,,,,,,,,,,,Cooking,Restaurant,Delivery,Cooking,Cooking,Cooking,Cooking,Cooking,22,Male,1500-2000 CHF,,Usually (5+ times/week on average),Never,Sometimes (1-4 times a week),3,
2023-05-10 11:02:09,2023-05-10 11:04:53,IP Address,51.154.165.171,100,164,True,2023-05-10 11:04:53,R_1hzCU2WL5HoHZKU,,,,,46.1874,6.1428,anonymous,EN,Cooking,Delivery,Cooking,Restaurant,Cooking,Cooking,Delivery,Restaurant,,,,,,,,,,,,,,,,,Wq,Male,1000-1500 CHF,Low calorie diet,Sometimes (1-4 times a week),Never,Usually (5+ times/week on average),1,
